price,availability_365,calculated_host_listings_count,minimum_nights
95,0,1,7
140,159,1,2
95,0,1,2
295,0,1,10
80,0,1,3
250,126,2,9
60,311,1,1
150,0,1,2
159,141,1,2
225,0,1,1
78,0,1,1
210,36,1,30
60,0,2,14
220,0,1,6
199,90,2,265
225,0,2,300
350,0,2,6
65,0,1,2
225,250,1,7
82,247,1,3
75,129,3,26
60,0,1,1
105,84,1,14
115,0,1,4
150,207,2,25
65,0,1,5
150,15,2,4
101,0,1,2
130,19,2,3
165,0,4,1
175,0,1,3
115,237,1,3
128,301,1,5
116,311,52,30
192,0,2,2
150,0,1,17
163,0,1,1
40,284,5,8
200,174,1,10
158,0,1,5
115,89,6,2
85,178,2,1
173,0,1,4
250,250,1,4
465,277,1,30
275,0,1,7
195,134,1,3
63,0,1,5
36,211,1,1
130,0,1,5
200,0,1,4
85,278,1,2
150,0,1,14
45,213,3,3
45,208,3,3
79,198,2,5
149,0,1,4
200,0,1,7
85,365,1,1
60,351,1,3
139,0,8,45
160,59,1,30
95,192,1,4
80,0,1,10
250,0,1,5
349,0,1,3
165,234,1,7
119,0,1,5
240,0,1,7
79,359,1,4
215,300,2,3
49,100,1,1
190,48,1,3
99,30,1,2
68,280,5,8
185,358,1,30
225,67,1,4
81,311,1,10
199,0,1,5
55,0,1,2
340,302,1,7
135,184,2,3
85,0,1,2
65,0,1,7
100,219,1,30
109,284,3,1
290,339,1,2
35,0,1,7
148,188,1,5
57,308,4,2
150,0,1,6
60,117,4,2
60,114,4,2
45,313,1,2
60,211,4,2
125,158,1,3
60,133,4,2
75,365,1,2
121,156,1,2
89,318,3,2
300,0,1,30
110,0,1,1
99,81,1,7
170,0,1,7
90,30,1,2
179,157,1,2
80,119,2,4
65,186,2,5
69,84,1,1
42,60,1,1
70,0,1,1
155,189,1,5
135,19,1,1
120,34,2,21
135,0,1,8
47,323,1,1
69,280,1,4
100,2,1,2
51,32,2,3
4000,83,1,4
65,263,1,180
60,120,2,3
70,188,1,1
130,23,2,3
70,325,3,1
200,266,1,2
150,0,1,3
130,9,1,5
68,87,1,7
79,298,2,1
149,0,1,10
120,0,1,1
250,0,1,4
175,0,1,7
40,353,3,15
55,11,3,11
99,179,1,2
500,0,1,5
240,330,1,7
400,361,1,2
280,0,1,2
235,177,1,3
130,0,1,5
96,77,1,5
63,249,3,2
150,176,2,10
200,0,1,2
90,0,1,7
269,0,1,5
80,31,1,7
80,0,1,2
400,365,1,7
349,356,1,3
495,334,1,2
85,22,1,14
85,0,1,15
999,365,1,10
109,18,2,3
175,1,1,3
150,18,1,4
80,245,1,4
150,0,1,7
175,0,1,1
107,268,8,30
80,226,1,60
80,342,4,3
75,0,2,1
800,365,1,1
130,237,1,1
250,0,1,7
260,0,1,6
36,83,1,1
140,35,1,2
145,268,1,2
120,0,1,3
75,112,6,18
60,0,1,2
69,7,1,30
95,0,1,1
300,284,1,30
131,1,1,2
120,0,1,5
100,94,1,5
100,0,1,4
190,0,1,1
160,221,1,1
60,314,4,2
75,311,3,3
45,292,4,2
65,361,1,2
120,0,1,5
80,0,1,4
100,56,1,7
250,0,1,2
235,40,1,2
85,365,2,2
195,273,1,31
145,151,2,3
55,159,1,30
289,354,4,3
120,231,1,30
149,14,2,5
100,364,1,1
166,188,1,1
99,331,1,3
150,230,2,2
44,325,1,2
195,90,1,2
95,0,1,30
100,7,2,4
60,189,1,5
62,310,2,2
99,0,1,5
90,35,1,15
88,98,3,1
125,135,1,1
74,283,1,1
176,0,1,7
62,158,2,2
51,0,5,1
249,365,1,3
200,157,3,2
30,208,1,2
240,280,1,2
100,316,2,1
125,199,1,2
149,125,2,29
170,275,1,1
150,365,1,2
125,326,1,4
68,282,2,5
90,312,1,7
65,361,2,3
50,193,3,31
65,35,3,3
200,283,1,30
65,73,3,3
58,0,1,10
65,0,1,2
185,8,1,4
115,0,1,4
100,365,2,30
200,0,1,1
115,282,1,2
140,239,1,4
62,87,1,2
95,310,1,3
100,0,1,3
113,343,1,3
108,230,1,30
62,59,3,3
95,89,1,3
200,0,2,4
165,347,1,2
60,2,1,1
80,89,2,2
100,0,1,6
110,281,1,3
50,365,1,3
79,361,3,2
140,65,1,3
339,167,1,4
55,298,2,1
81,263,2,1
191,21,1,3
139,248,1,3
500,281,1,5
120,280,1,2
60,0,4,2
70,188,1,2
295,365,3,2
100,0,1,6
49,339,3,1
150,0,1,3
120,161,1,2
2500,89,1,30
175,188,1,25
107,27,1,2
98,268,1,3
47,0,1,1
100,365,4,180
170,29,3,5
150,184,1,3
63,256,1,3
110,34,1,3
275,0,1,3
329,0,1,4
49,342,3,1
49,293,3,1
165,343,1,4
160,281,1,5
38,283,3,3
170,333,1,7
105,294,1,2
50,249,3,2
100,365,2,30
100,0,1,3
890,341,1,3
160,352,2,3
145,221,1,2
51,188,1,3
150,301,1,3
180,31,2,3
225,188,1,1
250,217,1,3
56,65,1,1
70,212,4,7
70,163,1,2
125,161,1,2
399,284,1,2
157,24,1,6
145,188,1,7
75,90,1,1
280,280,1,3
220,8,1,4
190,283,1,28
200,354,2,6
77,168,1,1
35,244,3,5
30,248,3,5
199,31,1,29
140,157,1,3
124,42,1,30
295,316,1,7
160,335,1,7
349,365,2,1
98,158,6,2
76,0,2,1
230,282,1,3
60,0,1,3
40,0,1,5
118,228,1,30
125,311,1,20
195,233,2,29
85,63,1,2
55,41,1,14
155,0,1,2
99,358,1,1
140,194,2,30
85,340,3,1
75,178,1,7
53,282,2,5
150,365,1,2
179,202,1,3
135,348,1,1
200,48,1,4
200,0,1,3
100,73,2,5
134,0,1,14
100,231,2,1
50,269,1,20
50,324,1,40
400,67,1,30
115,314,2,2
235,44,1,3
125,188,1,7
250,134,1,2
650,90,2,5
97,204,4,7
189,279,2,2
100,281,1,1
49,323,3,5
84,0,1,3
165,0,1,7
87,0,1,59
120,9,2,6
195,270,1,10
89,365,3,1
62,267,1,2
130,340,2,28
75,127,1,3
64,329,1,2
150,364,1,2
100,350,1,2
190,244,1,3
98,273,4,2
150,0,1,30
99,322,2,3
100,358,4,185
159,1,1,4
70,146,3,1
91,1,2,5
325,363,1,1
149,313,1,4
200,51,1,10
169,59,1,2
249,5,1,3
85,254,1,2
81,326,2,2
199,322,1,2
88,47,1,3
170,273,1,4
100,0,1,1
130,329,1,9
135,253,4,30
65,188,2,30
100,365,1,180
165,177,2,3
78,348,2,4
350,0,1,5
160,298,1,3
225,188,1,5
170,177,1,5
349,87,2,3
65,251,4,2
420,301,1,3
119,0,1,3
100,365,1,365
97,6,1,3
191,346,8,30
187,346,8,30
172,346,8,30
950,357,1,3
275,310,2,4
99,113,8,30
334,238,1,11
60,0,1,7
145,303,1,3
75,10,1,4
130,11,1,20
575,207,3,1
295,0,2,7
300,318,1,3
120,280,2,28
50,171,3,3
56,303,1,2
191,347,1,2
135,44,1,7
195,94,1,7
75,9,1,1
99,83,1,10
350,22,2,3
40,365,3,15
130,301,1,1
225,339,1,2
225,342,1,7
38,55,4,1
200,11,1,7
550,365,1,1
235,3,1,6
75,365,1,5
249,273,1,30
120,0,1,5
50,343,2,28
85,149,1,3
78,95,2,3
110,0,1,3
50,315,4,3
52,0,2,3
63,66,1,2
105,109,1,45
75,333,1,2
69,365,1,7
165,311,1,60
125,0,1,2
85,363,2,2
499,341,1,5
60,232,1,5
95,320,1,5
105,0,1,5
55,235,5,2
289,88,4,2
70,0,3,2
275,188,1,7
130,231,1,7
125,3,1,2
150,23,2,2
46,173,2,4
100,221,1,3
90,0,1,5
90,104,1,3
220,0,1,360
1000,37,3,1
130,171,3,30
499,303,2,6
45,197,2,2
70,288,2,2
59,322,3,1
160,0,1,5
195,278,1,4
96,364,1,3
75,136,2,3
195,273,3,3
200,364,2,1
139,205,1,30
190,84,2,30
95,320,1,2
350,364,1,3
80,217,3,3
120,242,2,5
42,357,2,1
116,127,1,4
60,19,3,1
1395,362,2,1
425,358,1,2
225,251,1,4
159,0,2,5
221,0,3,30
150,365,3,7
199,300,1,1
70,0,1,1
110,84,2,31
60,18,2,2
50,0,1,3
120,240,1,1
395,0,1,5
60,57,2,2
145,148,1,2
83,26,2,30
100,355,2,3
200,0,1,2
50,211,1,3
70,15,1,1
175,218,1,2
149,265,1,28
125,300,1,3
58,284,1,1
160,56,2,2
150,365,2,30
131,33,2,30
250,327,2,30
70,359,2,1
149,0,1,5
109,339,1,2
185,127,1,2
138,356,1,14
150,0,2,10
80,283,2,1
75,0,1,2
300,87,1,5
176,268,1,2
47,0,2,2
40,272,6,7
60,362,1,7
89,24,4,1
75,12,4,2
110,284,2,7
85,0,1,30
72,71,1,4
190,365,1,2
85,72,1,2
325,328,4,2
125,365,1,2
200,0,1,3
195,345,1,30
175,280,1,2
189,247,1,4
182,23,1,9
105,277,2,1
240,321,1,1
185,215,2,4
160,168,1,4
250,11,1,4
650,256,1,30
35,250,4,5
85,360,2,4
550,1,1,3
80,159,1,2
175,291,1,6
95,354,1,2
158,314,3,4
85,5,1,3
209,365,1,1
150,3,3,2
70,13,3,2
73,363,1,1
85,0,1,2
95,246,1,3
125,0,1,2
89,190,2,3
50,232,3,2
75,307,2,5
60,26,4,1
45,244,6,5
130,296,1,14
70,365,3,28
125,216,1,2
140,228,1,3
120,201,1,3
99,250,1,5
300,15,1,5
40,311,2,90
47,285,1,3
115,339,2,3
90,0,1,2
199,330,1,3
110,15,1,3
100,99,1,3
90,336,1,14
40,118,4,1
133,279,1,14
130,0,1,2
79,36,8,30
200,188,1,2
175,194,1,3
200,0,1,1
200,0,1,3
300,365,1,5
135,219,1,3
189,265,1,3
133,281,1,1
65,0,1,1
179,0,1,4
90,279,1,45
49,98,1,1
140,197,1,3
115,120,1,2
190,238,1,1
99,0,1,5
110,365,52,30
109,231,2,2
64,0,1,5
1000,364,11,30
750,364,2,3
175,8,1,7
47,353,5,1
60,189,1,3
48,287,1,14
100,0,1,1
105,88,1,1
138,0,1,7
129,324,1,1
170,1,1,30
139,160,2,1
94,218,1,1
115,0,1,3
499,256,1,2
79,250,1,2
200,0,1,4
152,241,1,5
50,205,1,30
212,147,1,2
108,38,3,14
89,282,1,30
89,47,2,1
65,332,1,2
239,184,1,4
99,280,2,30
80,249,1,2
125,365,1,56
55,308,1,7
160,0,1,2
100,197,1,15
1000,365,1,1
225,10,1,2
35,317,1,30
275,191,1,7
200,109,1,2
190,0,1,4
117,88,1,2
80,365,1,1
99,311,1,1
70,188,1,6
44,325,5,30
125,301,1,1
130,184,1,2
130,332,1,14
125,53,1,2
199,184,1,7
89,365,1,2
155,297,1,4
60,0,1,1
248,363,1,2
85,9,1,4
85,0,1,3
80,192,1,3
79,106,4,1
55,356,2,1
65,307,1,2
150,188,1,60
285,131,1,2
119,143,1,7
137,80,1,2
190,282,1,2
80,0,1,1
120,18,1,3
95,333,1,3
90,189,1,1
75,318,1,3
50,0,1,1
103,2,1,8
125,179,1,2
150,288,1,2
50,0,2,90
148,365,1,3
120,3,1,29
99,270,2,3
69,124,2,2
200,358,1,1
55,218,1,5
175,68,1,8
240,21,1,4
95,365,2,7
150,358,1,1
150,0,1,2
179,282,2,3
105,69,2,1
84,244,1,45
90,298,3,30
53,0,2,7
41,217,5,30
135,365,1,1
84,345,2,2
290,128,1,1
35,0,4,5
110,14,1,3
350,0,2,7
60,294,1,3
220,234,1,5
275,197,1,4
142,188,1,7
38,0,2,5
100,365,1,60
200,193,1,2
225,55,1,3
135,105,1,1
72,179,1,30
59,100,2,3
350,188,1,2
75,312,1,2
70,0,2,3
99,0,1,30
42,355,2,3
60,296,2,2
125,1,1,1
99,252,3,6
99,0,1,5
165,0,1,3
250,34,1,5
135,365,1,4
58,242,1,5
250,10,1,3
95,207,1,3
125,247,1,1
147,365,1,7
300,286,1,3
350,5,1,14
102,0,1,2
95,252,1,5
65,345,15,1
350,365,1,5
595,247,1,3
165,363,1,3
181,174,1,3
110,0,1,1
65,313,15,1
155,314,1,2
50,253,2,30
85,0,1,2
120,66,1,5
75,0,1,1
55,318,15,1
200,0,1,1
75,0,1,7
150,129,3,1
60,213,1,2
150,312,1,50
240,116,1,1
150,0,1,3
200,0,1,3
269,179,1,5
112,0,2,2
250,0,1,5
390,28,1,3
350,22,1,3
80,85,1,3
295,79,3,2
160,39,2,30
399,0,1,2
150,35,1,12
60,321,15,1
219,188,1,6
119,23,2,4
190,0,1,4
140,16,1,5
125,364,1,2
144,0,1,4
1500,0,1,1
100,33,1,1
115,288,2,2
1899,0,1,7
110,205,1,29
140,298,1,14
94,3,1,2
50,14,1,1
131,5,1,4
175,334,2,2
299,321,1,3
145,342,1,30
145,132,1,2
175,0,1,2
109,22,1,5
150,364,1,1
133,0,1,7
399,351,2,3
48,311,1,25
75,341,8,3
55,343,2,1
75,255,4,3
465,273,1,30
151,213,1,1
199,12,1,3
45,236,15,1
160,365,1,3
36,360,5,1
235,345,1,2
225,365,1,4
300,0,1,3
35,0,4,5
80,198,1,70
79,353,1,2
82,334,2,1
82,311,2,1
215,189,4,3
147,0,2,3
145,269,1,2
65,157,1,3
78,28,3,3
120,0,1,3
120,327,2,3
95,86,1,1
90,359,3,1
95,168,1,25
100,45,1,7
350,351,1,6
188,261,1,3
80,363,1,1
175,0,1,4
495,256,1,7
250,159,1,3
115,0,1,7
55,285,15,1
93,245,19,39
93,316,19,120
199,69,1,3
70,0,1,2
125,0,1,6
125,282,52,30
169,24,1,7
150,296,1,2
61,233,1,1
40,221,2,7
150,342,1,3
65,275,1,2
90,353,1,3
190,248,3,3
79,73,1,2
225,259,1,3
185,258,3,3
100,156,1,2
85,129,1,2
75,29,1,2
85,89,1,3
98,249,1,3
262,16,1,30
145,278,1,2
280,365,1,2
210,8,1,5
70,0,1,15
100,141,4,3
250,0,1,1
59,336,1,1
199,130,1,1
219,301,5,1
100,333,2,1
175,220,1,30
220,364,2,1
40,325,4,28
120,365,1,15
140,255,1,2
105,308,2,1
110,13,1,10
131,32,1,7
265,257,1,4
54,2,1,30
800,364,2,1
53,90,3,1
99,365,1,3
65,187,1,5
55,365,1,28
120,173,2,3
169,36,1,120
180,280,1,4
67,14,1,7
111,259,2,2
90,269,1,1
259,0,1,1
89,38,2,3
129,189,52,30
69,20,1,2
75,0,3,4
250,220,1,5
120,274,2,1
129,249,52,30
199,315,1,28
450,258,1,3
217,293,1,30
90,0,1,7
350,87,1,3
160,218,1,24
45,88,2,4
70,316,5,3
260,253,2,1
100,250,1,30
125,77,1,3
195,287,2,2
58,297,1,5
75,0,1,5
200,21,1,4
75,201,5,2
95,47,5,2
99,0,1,2
275,257,1,3
162,0,1,2
200,345,1,3
285,173,1,5
120,184,2,7
120,314,2,1
210,319,5,2
160,363,1,30
110,0,2,6
200,345,1,7
138,41,1,1
90,0,1,3
45,21,1,30
80,161,1,30
70,365,1,10
72,68,1,7
95,14,1,14
75,3,1,5
70,364,1,20
160,0,1,6
29,321,1,2
175,213,1,3
75,180,1,6
110,0,1,3
175,272,1,3
99,245,2,1
100,36,1,2
144,0,1,5
171,243,3,2
99,89,8,30
270,0,1,1
160,24,1,3
65,64,1,7
99,206,1,3
125,47,1,3
72,365,1,3
300,41,2,2
112,71,1,1
100,321,1,30
60,87,2,2
232,234,1,10
138,29,1,1
140,16,1,2
5000,365,1,1
168,0,1,2
100,342,1,30
150,365,1,2
95,98,1,4
175,0,1,2
220,3,1,2
178,211,1,32
85,8,1,2
35,5,1,4
129,277,52,30
55,363,10,1
69,68,3,4
68,187,2,3
69,186,1,2
300,365,1,2
175,248,3,1
59,359,5,1
59,359,5,1
169,340,2,2
120,0,1,2
155,244,1,3
165,188,1,2
60,167,4,2
190,0,2,3
150,0,1,5
150,135,2,30
120,10,1,4
349,365,2,1
59,359,5,1
99,21,1,2
59,359,5,1
110,159,1,3
73,21,1,12
179,256,1,3
102,0,1,5
62,338,8,3
140,0,1,2
300,98,2,15
299,88,1,2
104,15,1,12
98,290,19,120
49,0,1,1
96,210,19,115
80,0,1,3
89,362,1,3
125,364,1,1
345,185,1,2
150,0,1,3
100,326,2,2
120,0,1,5
149,343,52,30
145,0,1,4
390,0,1,3
60,178,2,21
190,167,1,3
80,276,3,3
55,334,15,1
275,331,1,2
250,272,1,1
100,270,2,2
600,0,1,4
66,365,1,2
65,333,2,7
220,332,1,4
159,46,1,2
70,20,2,2
49,296,3,5
47,56,1,5
299,100,4,1
79,0,1,7
115,0,1,4
229,364,1,3
115,0,1,5
1100,364,2,2
165,49,1,4
67,0,1,6
68,72,3,3
85,132,2,3
170,209,3,3
95,86,3,3
45,0,1,3
178,0,1,2
140,328,1,5
149,281,52,30
89,223,1,3
108,0,1,4
138,13,1,7
115,39,1,2
69,103,4,1
269,311,1,2
160,252,2,30
150,207,1,1
121,151,1,7
95,20,1,7
99,365,5,3
40,65,1,1
89,125,3,28
50,157,2,2
55,343,15,1
224,257,1,2
120,0,1,2
59,0,2,1
135,340,4,31
175,274,1,3
250,84,1,3
156,3,1,2
75,0,1,2
79,0,1,5
104,137,8,30
280,359,1,1
80,34,1,4
136,0,1,30
550,201,1,4
190,349,2,2
199,361,1,2
75,365,1,2
100,278,1,1
125,362,1,1
75,0,1,2
99,24,1,2
35,97,1,30
51,361,1,1
188,312,1,2
90,0,1,7
279,0,1,3
350,13,1,4
125,360,1,2
85,81,3,4
48,297,2,20
56,310,2,28
84,362,3,2
155,170,2,1
250,365,1,365
300,278,1,5
140,0,1,1
120,245,2,7
99,89,2,2
240,158,1,7
72,73,1,7
45,0,1,4
250,0,3,30
100,78,1,2
175,299,1,5
200,0,1,5
59,359,5,1
420,294,1,2
120,37,1,3
295,235,1,30
200,306,1,120
48,0,1,7
99,182,1,2
129,344,52,30
160,0,2,2
142,151,1,4
120,365,2,3
400,362,1,1000
130,182,1,7
85,157,1,3
600,89,1,1
69,110,2,5
150,0,1,3
10,137,4,30
87,12,1,1
249,87,2,3
65,115,1,4
175,317,1,3
79,1,3,5
194,340,2,2
150,9,1,3
241,0,1,2
80,309,1,1
120,284,1,4
155,0,1,4
150,0,1,7
140,71,1,6
90,361,1,1
150,250,3,3
135,354,1,2
140,31,1,2
130,0,2,3
150,225,1,2
115,163,1,3
130,259,2,3
380,365,1,6
115,0,1,20
125,363,1,2
65,169,1,5
110,362,1,9
31,55,3,6
135,277,2,3
200,0,1,3
212,109,3,3
40,75,3,1
80,365,7,30
95,275,3,2
185,347,39,30
100,165,4,1
1200,0,1,1
149,341,52,30
139,32,2,1
226,80,1,3
74,131,2,2
195,0,1,5
104,122,1,59
275,5,1,2
310,358,1,4
145,35,1,29
75,258,1,3
99,106,2,2
250,137,1,6
104,57,8,30
250,358,1,5
150,340,39,30
195,333,39,30
350,327,39,30
75,0,1,1
80,167,1,31
96,50,1,2
200,0,1,1
90,293,1,3
79,308,3,1
220,365,1,1
224,219,1,31
35,88,2,2
70,140,1,7
85,293,10,1
110,314,2,30
65,365,2,3
200,157,2,4
249,365,1,31
62,361,8,3
50,311,1,1
62,340,8,3
50,282,3,2
55,0,1,1
71,18,2,2
75,139,1,1
115,277,1,3
82,0,1,2
75,341,8,3
60,340,1,3
200,11,1,7
90,0,1,1
215,356,1,3
100,52,1,2
38,137,1,30
159,77,4,3
64,296,2,2
125,5,1,15
120,72,1,4
76,27,1,3
175,0,1,2
110,300,1,5
75,49,2,1
80,327,2,2
110,0,1,4
89,354,2,1
110,67,1,3
96,145,1,1
75,0,2,5
185,106,1,3
49,262,1,2
440,70,1,3
220,156,2,7
99,365,2,4
85,15,1,1
98,0,1,7
84,302,10,1
65,239,10,1
160,0,1,2
115,256,1,3
59,36,2,14
119,325,1,2
120,311,1,2
439,154,2,5
99,278,2,1
199,5,1,2
99,263,2,1
195,304,1,3
180,0,1,30
100,182,1,20
115,106,2,2
115,0,1,30
180,72,1,3
45,249,1,3
300,350,1,2
90,203,1,80
95,0,1,1
140,20,1,2
123,0,1,5
200,216,1,2
100,364,2,3
250,128,1,3
85,206,3,1
100,0,1,3
109,139,1,2
159,310,52,30
260,167,1,5
555,191,1,3
87,23,1,2
43,338,1,2
199,339,5,1
90,177,3,2
195,312,1,3
185,314,3,3
400,46,1,7
200,263,1,2
100,355,2,1
225,348,1,4
450,364,3,1
80,0,2,3
89,18,2,4
179,17,1,4
90,11,1,3
275,0,1,7
35,0,2,2
86,0,1,2
95,177,2,1
116,0,1,1
80,23,2,5
110,17,2,1
29,50,3,2
200,233,1,60
390,156,2,5
55,326,1,1
75,19,5,5
75,58,1,1
120,50,2,7
143,364,1,2
250,0,1,3
99,310,2,3
150,152,1,3
55,184,1,10
175,287,1,2
69,329,3,1
184,12,1,4
145,0,1,2
100,256,1,3
44,251,3,5
70,0,1,3
185,0,1,1
225,0,1,3
199,0,1,2
60,301,1,1
175,235,1,3
199,0,1,5
65,73,1,1
190,331,1,2
107,23,1,3
150,0,1,1
700,0,1,7
75,363,13,2
45,36,2,2
179,0,1,2
110,147,2,1
245,65,1,2
799,365,1,6
100,252,1,2
61,314,15,1
475,0,1,1
275,12,1,5
250,222,1,4
120,0,1,3
135,267,1,3
199,3,1,10
75,289,5,1
75,216,5,7
75,177,3,3
140,365,1,1
90,282,1,30
80,0,1,1
115,0,1,2
60,358,3,1
175,273,1,2
125,242,2,2
185,0,1,1
56,298,2,5
64,133,1,1
300,214,1,2
455,332,2,30
37,353,5,5
193,256,2,3
53,113,1,3
161,0,1,2
99,0,1,7
420,250,3,1
92,0,1,2
195,333,4,30
81,0,1,1
65,332,2,7
70,188,1,3
400,190,1,2
170,190,1,3
175,0,2,2
41,0,1,3
149,16,1,4
87,38,2,3
300,0,1,5
92,327,19,110
85,0,1,2
150,0,1,1
300,188,1,5
139,0,1,5
90,0,3,3
118,201,1,5
295,0,1,2
125,357,1,1
122,364,2,7
280,98,1,3
215,270,2,4
89,365,1,90
130,0,2,1
201,177,1,2
119,311,1,2
103,55,1,2
72,78,1,2
169,0,1,5
240,348,1,3
180,45,1,2
150,359,2,7
120,0,1,5
345,213,2,3
95,281,1,3
550,0,1,1
150,260,1,5
95,11,1,3
90,316,1,1
175,359,1,5
225,0,1,3
240,0,1,5
150,188,1,4
44,191,1,3
1700,0,1,1
299,3,1,4
120,0,1,1
525,80,1,5
600,210,1,3
88,100,2,1
139,0,1,5
200,0,1,2
100,0,1,2
209,265,1,2
240,199,1,3
90,301,2,7
73,359,3,2
90,0,1,6
200,20,1,2
94,0,1,20
145,0,1,1
199,152,1,2
150,0,1,1
85,108,1,3
195,78,1,4
173,144,1,5
159,346,52,30
85,123,1,3
120,237,1,3
225,0,1,3
175,108,2,2
130,294,1,2
249,363,1,60
38,349,5,5
53,312,1,1
125,285,1,4
245,0,1,1
150,0,1,9
32,155,5,5
160,188,1,3
175,0,1,1
40,331,1,7
58,350,3,1
149,355,1,2
200,0,1,3
100,0,1,4
50,0,1,2
97,66,1,5
84,311,1,2
275,205,2,4
99,172,1,2
70,26,1,5
149,340,52,30
399,36,1,5
145,224,1,3
200,365,1,2
59,320,3,1
70,364,1,3
249,281,1,4
70,81,1,4
45,250,4,5
75,0,1,1
70,0,2,6
159,194,2,1
499,0,1,4
55,341,3,1
228,365,2,1
67,308,5,5
119,0,1,3
189,0,1,1
350,0,1,1
450,1,1,30
45,337,3,29
175,342,1,30
83,0,1,7
120,0,1,1
35,318,2,30
140,258,1,2
45,32,1,4
90,310,1,3
79,313,3,1
100,0,1,3
225,17,1,2
66,301,2,5
140,244,3,3
98,247,1,4
140,230,2,3
195,222,1,2
60,336,3,1
150,0,1,5
40,0,3,25
130,347,1,4
75,0,1,3
248,344,1,3
450,363,1,2
120,0,1,14
250,78,1,8
80,0,1,1
140,2,2,5
120,0,1,3
45,312,2,3
100,44,2,1
175,264,1,2
130,0,2,1
175,0,1,3
40,0,1,1
650,215,1,2
85,13,1,4
175,83,1,30
105,0,1,4
80,0,1,10
150,39,1,7
195,0,1,5
750,141,1,3
249,166,2,2
140,0,1,7
180,290,1,2
90,177,3,3
120,16,1,3
85,230,1,2
174,165,3,3
150,203,1,21
295,245,1,1
180,254,1,3
172,0,1,1
130,224,1,5
52,324,8,7
220,0,1,1
50,356,5,30
37,179,3,25
85,288,1,2
249,40,1,3
150,0,1,14
119,0,1,6
49,0,3,7
90,74,1,4
200,0,1,4
97,272,1,3
399,363,1,30
151,0,2,5
200,0,1,5
200,0,1,3
82,0,1,5
130,5,1,1
69,6,1,2
150,148,1,1
150,0,1,4
150,215,1,2
100,0,1,3
195,4,1,4
251,14,1,5
200,320,1,1
100,0,1,6
140,365,1,30
146,0,1,18
250,223,1,2
499,0,1,1
80,0,1,31
80,250,2,3
220,305,1,2
102,0,4,2
120,0,1,5
170,312,1,2
235,0,1,1
149,0,1,1
180,0,1,3
89,78,1,1
199,220,2,2
72,140,6,5
80,3,1,7
99,133,1,3
125,264,1,30
150,365,1,1
100,0,1,15
106,291,1,2
250,318,1,30
150,0,1,2
100,358,1,3
189,0,1,3
1999,0,1,1
120,49,1,1
100,0,2,4
149,277,52,30
480,24,1,10
100,0,1,1
300,0,1,1
33,295,5,5
175,0,1,1
142,242,1,1
135,243,1,3
135,325,1,3
350,365,1,5
80,0,1,5
80,344,1,3
87,133,3,2
450,0,2,3
275,0,1,2
150,285,1,2
50,0,1,5
79,37,1,3
60,305,15,1
45,307,3,3
120,0,1,2
145,0,1,3
175,171,1,3
137,0,1,7
1500,0,1,1
86,22,1,4
90,0,1,3
345,192,1,5
150,0,1,1
250,314,1,5
105,0,1,4
130,0,1,2
90,332,3,3
150,218,1,3
150,0,2,4
225,157,3,3
1000,0,1,1
80,254,2,30
150,0,1,1
120,206,2,1
53,263,1,2
115,47,1,30
175,0,1,1
150,0,1,1
162,247,1,2
95,0,1,4
55,0,2,2
117,163,2,5
175,0,1,2
75,178,1,30
189,271,2,5
150,0,1,2
45,188,2,2
190,266,1,2
130,0,1,5
79,315,2,1
850,0,1,3
150,202,1,5
100,280,1,2
115,93,1,1
300,169,2,2
159,0,1,7
500,0,1,5
39,155,3,12
250,0,1,1
200,279,1,4
250,0,1,3
120,0,1,6
105,365,2,1
100,0,1,3
175,0,1,4
500,0,1,5
120,0,1,5
85,207,1,2
320,66,1,30
149,291,2,3
400,0,1,3
72,307,2,3
300,0,1,3
115,125,1,7
325,359,2,3
32,208,5,1
100,0,1,3
150,0,1,4
95,11,1,4
290,157,1,1
30,150,5,1
75,0,1,4
140,13,1,5
500,0,1,365
100,0,2,1
80,146,1,24
125,0,1,3
250,0,1,4
50,35,1,2
395,350,2,5
100,0,1,2
250,0,1,4
79,310,3,1
100,0,1,7
52,323,1,2
98,102,3,4
120,0,1,2
40,0,1,25
345,0,1,1
50,0,1,1
45,0,1,7
250,0,1,1
350,0,1,2
57,265,1,2
120,42,1,2
1000,0,1,3
125,274,2,5
145,0,1,3
150,0,1,1
89,101,1,90
164,208,2,1
210,224,2,1
115,0,2,7
110,0,1,45
199,9,1,5
272,0,1,5
75,328,3,7
69,84,1,13
179,0,1,1
106,4,1,7
800,0,1,1
100,0,1,2
60,164,2,2
120,0,1,7
80,0,1,1
75,345,26,30
35,0,1,7
88,16,1,2
50,0,1,1
45,42,8,4
75,0,1,3
79,0,2,2
55,255,1,15
45,354,1,1
85,0,1,10
80,220,3,3
599,0,1,1
110,0,1,3
199,112,2,2
94,188,1,2
400,333,3,5
60,3,1,7
175,33,1,2
200,0,1,5
100,0,1,5
50,0,1,3
175,0,1,3
199,308,52,30
54,0,1,4
130,0,1,4
151,220,1,2
80,0,1,1
110,333,1,8
60,0,1,3
110,282,1,10
73,0,1,2
177,237,2,3
90,0,1,14
190,0,1,1
105,0,1,5
150,35,1,14
65,7,2,4
35,0,1,1
700,0,1,3
185,0,1,2
150,153,1,90
100,220,1,1
575,0,1,1
128,0,1,1
299,14,1,28
169,0,1,3
109,78,1,7
